organism,avg_length,std_length,total_aa,bootstrap_length_std,sequence_count,taxonomy_group,%A,%C,%D,%E,%F,%G,%H,%I,%K,%L,%M,%N,%P,%Q,%R,%S,%T,%V,%W,%Y,N_term_%A,N_term_%C,N_term_%D,N_term_%E,N_term_%F,N_term_%G,N_term_%H,N_term_%I,N_term_%K,N_term_%L,N_term_%M,N_term_%N,N_term_%P,N_term_%Q,N_term_%R,N_term_%S,N_term_%T,N_term_%V,N_term_%W,N_term_%Y,bootstrap_std_%A,bootstrap_std_%C,bootstrap_std_%D,bootstrap_std_%E,bootstrap_std_%F,bootstrap_std_%G,bootstrap_std_%H,bootstrap_std_%I,bootstrap_std_%K,bootstrap_std_%L,bootstrap_std_%M,bootstrap_std_%N,bootstrap_std_%P,bootstrap_std_%Q,bootstrap_std_%R,bootstrap_std_%S,bootstrap_std_%T,bootstrap_std_%V,bootstrap_std_%W,bootstrap_std_%Y
Chlamydia_trachomatis_serovar_D__strain_ATCC_VR-885___DSM_19411___UW-3_Cx_,348.791061452514,244.24147756153775,312168,8.06869466181765,895,Bacteria,7.5324825094180055,1.6260475128776812,4.524486814792035,6.6127854232336425,4.829450808538992,6.346582609364189,2.3035673099100484,6.606698956971887,5.755234360985111,11.226326849645062,2.0514594705415035,3.502280823146511,4.369442095282028,4.192614233361523,4.838420337766843,8.117423951205762,5.119679147125907,6.4212219061530975,0.9558955434253351,3.067899336254837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06831292609866992,0.03312050488051938,0.04654878687087751,0.07688411832709573,0.06933025072530066,0.09393492039396766,0.039873030493655315,0.06166189235277606,0.07211388884641798,0.09339325265442988,0.032197797968388925,0.06180767495019139,0.053779986300664454,0.06018211062992068,0.0678187353235829,0.09112633986259895,0.07414487245266246,0.07261340607746515,0.026124288793487934,0.04674405454330394
Azospirillum_sp.__strain_B510_,354.1759684832567,277.29826635402145,2157640,7.861742885162297,6092,Bacteria,13.297630744702547,0.8558888415120224,5.796518418271815,5.363869783652509,3.293181438979626,9.096605550508889,2.0214679001130866,4.461958436069039,2.6839046365473385,10.695760182421536,2.3727313175506572,2.2806399584731465,5.646864166404034,2.9171224115237018,7.897332270443632,5.105346582377042,5.428477410504069,7.527808160768247,1.2996143935040136,1.9572773956730503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10329170518220038,0.021116649423310804,0.04477226251339322,0.05717896178726085,0.04017755311812555,0.0540033524371569,0.03238696405012221,0.0463140686171412,0.06721704080108054,0.06083104546837076,0.03396989025910296,0.033967264081774196,0.0566074893697481,0.041625229303407126,0.06968916910630411,0.03811241900589826,0.04551055414862409,0.06486105747599999,0.029834417744043936,0.03710399165124164
Clostridioides_difficile__strain_630_,308.7307283359915,218.79287032050343,1161440,8.09369673888885,3762,Bacteria,5.358692657390826,1.24655599944896,5.698615511778482,7.398057583689213,4.346242595398815,6.324218211874914,1.3572806171648988,9.915621986499518,9.10619575699132,9.095174955227993,2.7148195343711254,6.301315608210498,2.7411661385865824,2.388156082104973,3.2207432153189144,6.539382146301144,4.9255234880837575,6.616699958671994,0.6200922992147678,4.085445653671305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08757209971504401,0.02556469388828062,0.05884300885723701,0.09695004645105636,0.05861119457247353,0.07835930942847351,0.021637340756958973,0.08800889644312815,0.07060556760786205,0.05677450097653875,0.03520655466489819,0.07197608749548465,0.03737135973129448,0.03218114941891921,0.04415826054233052,0.056828558928355706,0.044192218309628786,0.06877713390374789,0.021389565389377967,0.047380916631803854
Streptomyces_sp.__strain_SirexAA-E___ActE_,337.2063267233239,305.59801909851814,2142609,7.611601100530689,6354,Bacteria,13.661055283535168,0.752073756807705,6.075490208432803,5.728343342159023,2.7077735601782686,9.674700330298249,2.257014695635088,2.990793000496124,2.085121457064728,10.28647784080063,1.7352676106559808,1.6767408332551577,6.171447987010229,2.677810090408469,8.09783772960909,5.10270422648276,6.212332721462479,8.593588470878261,1.4703569339996236,2.0430699208301655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126725853603733,0.019085907788781074,0.0505620204293304,0.07331304308625017,0.042000075473080066,0.0657818072949789,0.0313981871557714,0.0640273188037224,0.0703924816519999,0.07168921238869272,0.030092664084359042,0.038886820503217574,0.06621669333875169,0.05034163960315609,0.07043386918149633,0.047977629014809,0.05612635038139183,0.06375206730572681,0.033859307169208555,0.03696479359264317
Caulobacter_vibrioides__strain_NA1000___CB15N_,314.5042757190982,215.96461005432994,1213672,6.0550422929901995,3859,Bacteria,13.867420522183918,0.7351244817380643,5.780556855558998,5.422469991892373,3.5825989229379935,8.856264295460388,1.7528623878609706,4.41709127342478,3.5612587255864843,10.03425966818053,2.285296192051889,2.3953753567685503,5.471165191254309,3.160903440138686,7.133640720062752,5.106404366253814,5.294346413198953,7.568107363439217,1.4311939304853372,2.1436599015219926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11113697848061321,0.01928813000622549,0.051671686900681905,0.07102496403505386,0.04315585716997312,0.0623454761459349,0.032162737931175404,0.0485839591418311,0.0642535882210801,0.07845418328028807,0.031202858880068553,0.02948400793737437,0.052582484470528726,0.03664762030411831,0.07032610013203447,0.04176575588478561,0.04122898255462062,0.05565360343433892,0.029459629442339513,0.036929596726039085
Trichlorobacter_lovleyi__strain_ATCC_BAA-1151___DSM_17278___SZ_,330.5063117453348,235.94861371412972,1204357,7.696058090028948,3644,Bacteria,9.662998595931272,1.3461955217597439,5.1026398318770925,6.193263293192965,3.8177218216857627,7.563787149491389,2.092817993335863,5.834980823792281,4.710978555361907,11.019074908851776,2.4604000308878513,3.250116037022245,4.526730861364197,4.193524013228635,6.000546349628889,5.925817676984482,5.524690768601005,6.939138478042641,1.0785008099757796,2.7560764789842214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08004105431349119,0.027748597960200096,0.04363638658676621,0.06081512554026066,0.044971282000499366,0.06217120891777096,0.03360212577668706,0.049919448614490755,0.08321100671888287,0.1014439045719418,0.03256654102515292,0.04003326145723883,0.04115701926755443,0.05323158550270641,0.06874227670126913,0.04784367976881976,0.04347146064813526,0.06176254538992621,0.029595386701031796,0.035017820426088454
Koribacter_versatilis__strain_Ellin345_,351.58520226367636,245.0628312553673,1677413,7.757184760020868,4771,Bacteria,10.493778216813629,0.9031168829620373,5.257262224628043,5.7126062573737055,4.052907661977104,7.895014525343489,2.241845031605216,5.205337027911432,4.472661175274069,9.352616201257531,2.3413434854743587,3.541823033444954,5.016415158342042,3.7347987645260887,5.968893766770616,6.251829454046201,5.871660706099213,7.519555410623383,1.3586397625391005,2.8078952529877856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08135492895935482,0.024015613791034326,0.04424823164075817,0.06439833234770989,0.04039135954868059,0.058417516652212814,0.029802829779786624,0.04399796757950578,0.05809449799178223,0.06474129417662622,0.03147882463851716,0.034472624579705194,0.04644891036819355,0.04046314858544099,0.05776618197743555,0.04828862516809693,0.046280876843915665,0.05063469395339764,0.029129772960421414,0.03638102337104429
Granulicella_tundricola__strain_ATCC_BAA-1859___DSM_23138___MP5ACTX9_,348.2957465662384,272.4860994362547,1572207,9.58178641558556,4514,Bacteria,11.054587595653754,0.8470894735871294,5.032543424625383,5.2866448247590805,3.873217712425908,8.111781718310631,2.279152808758643,4.970337875356107,3.7774287991339563,10.047977142958912,2.22057273628727,3.378753561076881,5.442222302788373,3.8379806221445394,5.74211919931663,6.367863773663392,6.659174014617668,7.122853415612575,1.2623655790872321,2.6853334198359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08284889301403264,0.024815193298796962,0.04759158140043675,0.08120799900652771,0.03835916920016836,0.07420117985020641,0.03407703701268598,0.05728707442347981,0.07572925031626582,0.08412222978042802,0.042522678591503084,0.05885845203573176,0.059043883036209374,0.04573819656097781,0.07415220969508703,0.08226323502105361,0.09639485726257505,0.0611518512121206,0.028670237027739298,0.03781710199427071
Acidimicrobium_ferrooxidans__strain_DSM_10331___JCM_15462___NBRC_103882___ICP_,326.8516795865633,203.91029140684253,632458,6.499908767821287,1935,Bacteria,13.804553029608291,0.6095266405041916,5.449373713353298,6.110129052047725,2.716227796944619,8.9237546208602,2.1973000578694553,4.103197366465442,1.272337451656869,10.886256478691076,1.566744352984704,1.5805002071283787,5.491115615582379,2.554477925806931,8.67409377381581,5.502657884001783,5.394824636576658,9.936153863181428,1.4291858115479605,1.7975897213728027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104316568819278,0.02373114575131292,0.06603353936935244,0.08139804164446716,0.045820077916659915,0.06566175113456238,0.033049648565121874,0.05094196165381367,0.042480823406501035,0.08745696075633172,0.02717770590714287,0.04485767073768026,0.049580013627360336,0.041817068750644205,0.0893618511549715,0.06275912088052191,0.06266415493766592,0.07477775949595147,0.03463341352320502,0.03944233530623716
Photorhabdus_laumondii_subsp._laumondii__strain_DSM_15139___CIP_105565___TT01_,328.37247585601403,398.6820652312641,1496065,8.0783097616952,4556,Bacteria,7.991831905699284,1.0936690584967899,5.239678757273246,5.9074973346746305,3.9219552626389897,6.841881870105911,2.3525047374278527,6.937599636379435,5.157062026048333,10.537175858000822,2.4351883106683196,4.683486345847273,4.209309087506225,4.709554731913386,5.083870019016554,6.4967765437999025,5.419082727020551,6.380939330844582,1.3433239865914917,3.2576124700464217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07198541658786528,0.0265989696796029,0.049094548768122304,0.0712617421241732,0.051261430755911754,0.08309214988756797,0.03788691678549304,0.06095872850917249,0.05261006005867964,0.10343675337830083,0.03363462497675665,0.062451305948471224,0.04518196902694298,0.06366647627784278,0.06388634784788914,0.05003846936387354,0.03975883864623978,0.05669798458471757,0.026617607740671952,0.040282614450748794
Frankia_alni__strain_DSM_45986___CECT_9034___ACN14a_,321.5672131147541,295.8288291445545,2157716,11.46584485861814,6710,Bacteria,14.753331763772435,0.7657634276243954,6.170042767444835,4.760867509903991,2.553533458527443,10.029401459691636,2.1855054140581984,3.216873768373595,1.221986582108118,10.099058448841275,1.514147366938003,1.5039514004623409,6.924219869528706,2.523269976215591,8.913823691347703,5.109106110350018,5.965335567794835,8.621292144100522,1.4163587793759698,1.7521304935403919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10962176151179655,0.017037409536809545,0.043243401744158576,0.05918399681361792,0.04166183209272171,0.0742959627590066,0.029938123026213827,0.05688382527104535,0.05256737116370666,0.07742424796798072,0.023918648052224354,0.0443233632726238,0.09630818254074254,0.03475148705162503,0.09050338537661094,0.05184568161374635,0.0819490696210676,0.06566560762802183,0.025802246895639244,0.03454025450734306
Shewanella_loihica__strain_ATCC_BAA-1088___PV-4_,339.778728923476,246.26389958244846,1309847,8.323819812291708,3855,Bacteria,9.723807437051809,1.0507334062680604,5.6079832224679675,6.110866383631065,3.8394560586083717,7.273215879411871,2.2380476498400195,5.759145915515323,4.871943058998494,10.984489028107863,2.625650171355891,3.6804298517307745,4.086126089535648,4.926453242248904,4.775443238790484,6.426933832730082,5.041428502718256,6.733305492931617,1.2121263017741766,3.0324152362833217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077547103564059,0.025304874086098807,0.05125871862011814,0.07440179836982225,0.044567776832856246,0.052993192754264375,0.03113293706517971,0.04825399743965203,0.050164867255026536,0.10220535981899397,0.03601058348772031,0.041482231071419226,0.04010094129011542,0.05818880409319331,0.04565010835429591,0.05205029983907312,0.041923293381301914,0.06085911909896472,0.02779680984504902,0.03797175678042472
Hydrogenobacter_thermophilus__strain_DSM_6534___IAM_12695___TK-6_,293.49207188160676,197.7017727587289,555287,6.799705263987549,1892,Bacteria,6.282156794594506,0.9976822796139654,4.775368413090888,8.02287825935057,4.748895616140842,6.939114367885437,1.7796202684377629,7.020513716330474,7.792006656017519,11.011242834786335,2.353557709796916,3.15278405581258,4.037551752517167,2.619186114567782,5.402611622458296,5.894429367156083,4.218719328923601,7.693318950380614,1.027576730591568,4.230785161547092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06261579740417812,0.029076211229056747,0.04521692327831528,0.10813380938117041,0.06411018739905215,0.06566922818985278,0.030375709052706767,0.0517406143026543,0.08188635793137596,0.10419716417072095,0.027913666420955982,0.03660453307980792,0.048057089467242985,0.03543604473003041,0.05879355869221355,0.06195630573392246,0.046767391458030196,0.0627341290492917,0.0263780443761106,0.05068823068628213
Walleye_dermal_sarcoma_virus,702.8333333333334,575.3585597018804,4216,,6,Viruses,6.759962049335863,1.6603415559772294,4.340607210626186,5.1944971537001905,2.988614800759013,4.743833017077799,3.107210626185958,7.2106261859582546,5.834914611005693,9.155597722960152,2.5379506641366225,4.388045540796964,6.997153700189754,6.783681214421253,4.388045540796964,5.7637571157495255,8.230550284629981,5.479127134724858,1.6129032258064515,2.82258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Hamster_polyomavirus,412.6,183.6590319042328,2042,,5,Viruses,5.288932419196866,2.3996082272282075,4.603330068560235,6.317335945151811,3.819784524975514,6.121449559255632,2.2037218413320274,4.407443682664055,6.121449559255632,11.214495592556318,2.742409402546523,4.65230166503428,6.268364348677767,5.2399608227228205,5.093046033300686,6.513222331047992,5.8765915768854065,5.484818805093046,1.665034280117532,3.9666993143976494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
human_papillomavirus_71,642.0,0.0,642,,1,Viruses,7.943925233644859,3.115264797507788,7.632398753894081,6.074766355140187,4.205607476635514,7.165109034267912,1.8691588785046727,4.672897196261682,4.8286604361370715,9.034267912772584,2.1806853582554515,4.049844236760125,4.049844236760125,5.29595015576324,5.451713395638629,5.763239875389408,5.919003115264798,5.607476635514018,2.0249221183800623,3.115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
HIV-1_M_02CD.KS069,478.5,500.9400330046169,2871,,6,Viruses,6.339254615116683,1.7415534656913967,4.562870080111459,6.722396377568791,2.647161267850923,7.523510971786834,2.507836990595611,7.2796934865900385,7.314524555903866,8.463949843260188,2.124695228143504,4.946011842563567,4.702194357366771,5.468477882270985,5.363984674329502,4.458376872169976,5.6078021595262975,6.513409961685824,2.960640891675374,2.7516544757924066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Enterobacteria_phage_GA,278.75,190.51689557621918,1115,,4,Viruses,7.713004484304934,1.4349775784753362,5.4708520179372195,3.766816143497758,4.663677130044843,6.726457399103139,1.6143497757847534,5.112107623318385,5.739910313901345,10.403587443946188,2.4215246636771304,4.932735426008969,4.753363228699552,2.690582959641256,6.098654708520179,8.699551569506726,5.291479820627803,5.9192825112107625,2.3318385650224216,4.2152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Rabies_virus__strain_Pasteur_vaccins___PV_,723.0,718.4160354557796,3615,,5,Viruses,4.591977869986169,1.7980636237897647,5.6154910096818815,5.836791147994467,4.508990318118949,6.0304287690179805,2.351313969571231,6.058091286307054,5.1728907330567075,10.926694329183956,2.3789764868603043,4.260027662517289,4.8962655601659755,2.9598893499308434,6.224066390041494,9.571230982019365,5.200553250345782,6.36237897648686,1.6597510373443984,3.5961272475795294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Simian_immunodeficiency_virus__isolate_CPZ_GAB1_,394.6666666666667,424.60308262868017,3552,,9,Viruses,6.362612612612613,2.083333333333333,4.025900900900901,6.813063063063063,2.59009009009009,7.685810810810811,2.421171171171171,6.193693693693693,6.559684684684684,8.417792792792794,1.8018018018018018,4.504504504504505,5.377252252252252,6.024774774774775,6.362612612612613,5.377252252252252,5.743243243243244,6.33445945945946,2.7027027027027026,2.6182432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Alfalfa_mosaic_virus,609.25,369.484353525288,2437,,4,Viruses,7.427164546573656,1.8054985638079606,6.565449322938038,5.785802215839146,4.8420188756668034,5.211325400082068,2.790315962248666,5.785802215839146,6.2371768567911365,9.56093557652852,1.887566680344686,4.431678292983176,5.252359458350431,2.5441116126384897,5.129257283545343,8.370947886746,5.621665982765696,6.688551497743127,0.7796471070988921,3.282724661469019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Poinsettia_latent_virus__isolate_Euphorbia_pulcherrima_Germany_Siepen_2005_,582.75,335.77922434242413,2331,,4,Viruses,6.048906048906049,2.6598026598026596,4.461604461604462,5.577005577005576,3.1746031746031744,7.293007293007293,1.9305019305019304,5.448305448305448,6.006006006006006,10.167310167310168,2.230802230802231,4.1613041613041615,5.319605319605319,2.574002574002574,5.319605319605319,10.853710853710853,4.418704418704419,6.82110682110682,2.187902187902188,3.346203346203346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Chandipura_virus__strain_I653514_,519.5714285714286,664.072039367257,3637,,7,Viruses,4.839153148199065,1.6772064888644487,5.88397030519659,5.88397030519659,4.371734946384382,5.966455870222711,2.4195765740995325,6.736321143799835,6.956282650536156,9.73329667308221,2.5570525158097333,4.344239758042343,4.921638713225185,2.9694803409403354,5.196590596645588,8.853450646136926,5.91146549353863,5.526532856750069,1.92466318394281,3.326917789386857,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Moloney_murine_leukemia_virus__isolate_Shinnick_,980.3333333333334,538.2541737465261,2941,,3,Viruses,6.596395783747025,1.5640938456307378,5.134308058483509,5.610336620197212,2.550153009180551,7.03842230533832,2.4481468888133286,2.958177490649439,5.50833049982999,11.220673240394424,1.190071404284257,3.026181570894254,9.520571234274056,5.168310098605916,6.766405984359062,5.848350901054063,7.514450867052023,5.236314178850731,2.312138728323699,2.788167290037402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Human_papillomavirus_5,349.44444444444446,180.25297723607545,3145,,9,Viruses,5.627980922098569,1.7170111287758347,5.405405405405405,5.723370429252783,3.4022257551669313,7.662957074721781,2.6391096979332276,3.97456279809221,5.023847376788553,7.440381558028617,1.208267090620032,3.783783783783784,6.963434022257552,5.119236883942766,8.235294117647058,8.744038155802862,7.24960254372019,5.850556438791733,1.1446740858505564,3.0842607313195547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Caprine_arthritis_encephalitis_virus__strain_Cork_,442.0,393.57518795197007,3094,,7,Viruses,5.688429217840983,2.391725921137686,3.7168713639301876,7.756948933419522,2.0038784744667097,7.88623141564318,2.262443438914027,6.237879767291532,8.30639948287007,7.563025210084033,2.941176470588235,4.621848739495799,4.395604395604396,5.753070458952812,6.658047834518423,4.49256625727214,5.300581771170006,5.106658047834518,3.619909502262444,3.296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Qbeta_virus__strain_MX1_,367.25,163.61291972212953,1469,,4,Viruses,6.73927842069435,1.5656909462219197,6.398910823689585,4.4928522804629,4.4928522804629,6.8073519400953035,1.3614703880190604,6.05854322668482,4.288631722260041,8.9857045609258,1.4976174268209665,4.969366916269571,5.582028590878148,2.24642614023145,7.42001361470388,8.917631041524848,5.718175629680054,6.73927842069435,1.7699115044247788,3.9482641252552755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Human_papillomavirus_type_10,399.2857142857143,197.95505571122112,2795,,7,Viruses,6.368515205724508,2.6118067978533093,6.547406082289803,5.18783542039356,3.7924865831842576,6.940966010733453,2.039355992844365,4.114490161001789,4.364937388193201,8.372093023255815,1.7173524150268336,3.363148479427549,6.547406082289803,4.3291592128801435,6.29695885509839,7.942754919499105,7.191413237924865,6.726296958855098,1.6100178890876566,3.9355992844364938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Megrivirus_A__isolate_Turkey_USA_124_2008_,2813.0,0.0,2813,,1,Viruses,8.354070387486669,2.0618556701030926,5.510131532172059,5.972271596160683,5.474582296480626,5.083540703874867,2.0974049057945257,4.976892996800569,3.7326697476004265,7.785282616423747,2.1329541414859583,3.6615712762175616,6.967650195520796,4.301457518663349,5.296836118023462,8.176324209029506,6.46996089584074,7.003199431212229,1.3864201919658727,3.5549235691432632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Mumps_virus__strain_Miyahara_vaccine_,622.125,641.5123610461454,4977,,8,Viruses,6.630500301386377,1.9288728149487642,4.560980510347599,4.8422744625276275,3.355435001004621,5.6459714687562785,1.8685955394816152,7.836045810729356,4.259594133011854,10.588708057062487,2.310628892907374,5.20393811533052,5.364677516576251,5.083383564396223,5.083383564396223,8.61965039180229,6.4094836246734985,5.766526019690577,1.1251758087201125,3.5161744022503516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Influenza_A_virus__A_northern_shoveler_California_JN1447_2007_H7N2__,373.25,218.96789148183348,2986,,8,Viruses,6.0616208975217685,1.942397856664434,4.755525787006029,6.630944407233757,3.6168787675820497,7.568653717347622,1.5405224380442064,6.865371734762224,4.48760884125921,7.769591426657736,3.750837240455459,5.023442732752847,3.6168787675820497,4.655056932350972,7.53516409912927,7.83657066309444,6.630944407233757,5.927662424648359,1.5405224380442064,2.243804420629605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Giardia_lamblia_virus__isolate_Wang_,1396.5,510.5,2793,,2,Viruses,6.623702112423917,1.0025062656641603,4.726100966702471,4.010025062656641,4.368063014679556,6.086645184389545,2.685284640171858,5.728607232366631,3.47296813462227,10.490511994271392,2.112423916935195,4.189044038668099,6.1582527747941285,3.47296813462227,5.764411027568922,8.843537414965986,7.268170426065162,6.910132474042248,1.611170784103115,4.475474400286431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
kunsagivirus_A1,2248.0,0.0,2248,,1,Viruses,8.98576512455516,1.9572953736654803,5.249110320284697,3.291814946619217,4.937722419928826,6.094306049822064,2.6690391459074734,3.7811387900355875,2.4021352313167257,9.564056939501778,2.135231316725979,2.9804270462633453,9.252669039145907,3.2473309608540926,5.2935943060498225,9.07473309608541,6.272241992882563,7.962633451957295,1.5569395017793595,3.291814946619217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Nodamura_virus__strain_Mag115_,526.3333333333334,380.67425561612237,1579,,3,Viruses,11.399620012666245,1.3299556681443951,5.446485117162761,4.559848005066498,3.609879670677644,6.903103229892336,1.9632678910702976,4.496516782773908,3.546548448385054,7.283090563647879,2.1532615579480683,3.6732108929702343,5.826472450918303,4.369854338188727,8.359721342621912,7.156428119062698,5.953134895503483,7.473084230525649,1.3299556681443951,3.1665611146295127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Human_papillomavirus_type_1,300.875,213.7050756884356,2407,,8,Viruses,5.733277939343581,1.9941836310760284,5.8163689239717495,6.813460739509764,4.154549231408392,5.40091400083091,1.6202742002492732,5.068550062318238,4.362276692978812,9.846281678437888,1.7449106771915246,4.23764021603656,5.567095970087245,5.110095554632323,6.5641877856252595,8.433734939759036,6.605733277939343,6.273369339426672,1.2879102617366016,3.3651848774407975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
